K,n,δ,A,up
0.21,7.0,355.0,20.0,3.0
0.26,7.0,330.0,20.0,3.0
0.26,7.0,365.0,20.0,4.0
0.36,6.8,320.0,20.0,4.0
0.41,7.0,360.0,20.0,6.0
0.51,6.8,365.0,20.0,8.0
0.56,6.8,295.0,20.0,5.0
0.56,7.0,270.0,20.0,4.0
0.61,6.6,340.0,20.0,8.0
0.61,7.0,285.0,20.0,5.0
0.66,7.0,275.0,20.0,5.0
0.71,7.0,355.0,20.0,10.0
0.76,6.6,300.0,20.0,7.0
0.76,7.0,280.0,20.0,6.0
0.76,7.0,335.0,20.0,9.0
0.86,6.4,245.0,20.0,5.0
0.91,7.0,225.0,20.0,4.0
