K,n,δ,A,up
0.06,1.8,285.0,20.0,5.0
0.06,1.8,290.0,20.0,5.0
0.06,1.8,290.0,20.0,6.0
0.06,1.8,295.0,20.0,5.0
0.06,1.8,295.0,20.0,6.0
0.06,1.8,300.0,20.0,6.0
0.06,1.8,300.0,20.0,7.0
0.06,1.8,305.0,20.0,6.0
0.06,1.8,305.0,20.0,7.0
0.06,1.8,305.0,20.0,8.0
0.06,1.8,310.0,20.0,7.0
0.06,1.8,310.0,20.0,8.0
0.06,1.8,310.0,20.0,9.0
0.06,1.8,315.0,20.0,7.0
0.06,1.8,315.0,20.0,8.0
0.06,1.8,315.0,20.0,9.0
0.06,1.8,315.0,20.0,10.0
0.06,1.8,320.0,20.0,8.0
0.06,1.8,320.0,20.0,9.0
0.06,1.8,320.0,20.0,10.0
0.06,1.8,325.0,20.0,9.0
0.06,1.8,325.0,20.0,10.0
0.06,1.8,330.0,20.0,10.0
0.06,1.8,335.0,20.0,10.0
0.06,2.0,225.0,20.0,1.0
0.06,2.0,255.0,20.0,2.0
0.06,2.0,260.0,20.0,2.0
0.06,2.0,265.0,20.0,2.0
0.06,2.0,270.0,20.0,2.0
0.06,2.0,275.0,20.0,3.0
0.06,2.0,280.0,20.0,3.0
0.06,2.0,285.0,20.0,3.0
0.06,2.0,290.0,20.0,3.0
0.06,2.0,290.0,20.0,4.0
0.06,2.0,295.0,20.0,4.0
0.06,2.0,300.0,20.0,4.0
0.06,2.0,300.0,20.0,5.0
0.06,2.0,305.0,20.0,4.0
0.06,2.0,305.0,20.0,5.0
0.06,2.0,310.0,20.0,4.0
0.06,2.0,310.0,20.0,5.0
0.06,2.0,310.0,20.0,6.0
0.06,2.0,315.0,20.0,5.0
0.06,2.0,315.0,20.0,6.0
0.06,2.0,315.0,20.0,7.0
0.06,2.0,320.0,20.0,5.0
0.06,2.0,320.0,20.0,6.0
0.06,2.0,320.0,20.0,7.0
0.06,2.0,320.0,20.0,8.0
0.06,2.0,325.0,20.0,5.0
0.06,2.0,325.0,20.0,6.0
0.06,2.0,325.0,20.0,7.0
0.06,2.0,325.0,20.0,8.0
0.06,2.0,330.0,20.0,6.0
0.06,2.0,330.0,20.0,7.0
0.06,2.0,330.0,20.0,8.0
0.06,2.0,330.0,20.0,9.0
0.06,2.0,335.0,20.0,6.0
0.06,2.0,335.0,20.0,7.0
0.06,2.0,335.0,20.0,8.0
0.06,2.0,335.0,20.0,9.0
0.06,2.0,335.0,20.0,10.0
0.06,2.0,340.0,20.0,7.0
0.06,2.0,340.0,20.0,8.0
0.06,2.0,340.0,20.0,9.0
0.06,2.0,340.0,20.0,10.0
0.06,2.0,345.0,20.0,7.0
0.06,2.0,345.0,20.0,8.0
0.06,2.0,345.0,20.0,9.0
0.06,2.0,345.0,20.0,10.0
0.06,2.0,350.0,20.0,8.0
0.06,2.0,350.0,20.0,9.0
0.06,2.0,350.0,20.0,10.0
0.06,2.0,355.0,20.0,9.0
0.06,2.0,355.0,20.0,10.0
0.06,2.0,360.0,20.0,9.0
0.06,2.0,360.0,20.0,10.0
0.06,2.0,365.0,20.0,10.0
0.11,1.6,245.0,20.0,5.0
0.11,1.6,250.0,20.0,6.0
0.11,1.6,255.0,20.0,6.0
0.11,1.6,260.0,20.0,7.0
0.11,1.6,265.0,20.0,8.0
0.11,1.6,270.0,20.0,9.0
0.11,1.6,270.0,20.0,10.0
0.11,1.6,275.0,20.0,9.0
0.11,1.6,275.0,20.0,10.0
0.11,1.6,280.0,20.0,10.0
0.11,1.8,235.0,20.0,3.0
0.11,1.8,240.0,20.0,3.0
0.11,1.8,250.0,20.0,4.0
0.11,1.8,255.0,20.0,4.0
0.11,1.8,260.0,20.0,5.0
0.11,1.8,265.0,20.0,5.0
0.11,1.8,265.0,20.0,6.0
0.11,1.8,270.0,20.0,6.0
0.11,1.8,270.0,20.0,7.0
0.11,1.8,275.0,20.0,6.0
0.11,1.8,275.0,20.0,7.0
0.11,1.8,280.0,20.0,7.0
0.11,1.8,280.0,20.0,8.0
0.11,1.8,285.0,20.0,7.0
0.11,1.8,285.0,20.0,8.0
0.11,1.8,285.0,20.0,9.0
0.11,1.8,290.0,20.0,8.0
0.11,1.8,290.0,20.0,9.0
0.11,1.8,290.0,20.0,10.0
0.11,1.8,295.0,20.0,9.0
0.11,1.8,295.0,20.0,10.0
0.11,1.8,300.0,20.0,10.0
0.11,1.8,305.0,20.0,10.0
0.11,2.0,225.0,20.0,2.0
0.11,2.0,230.0,20.0,2.0
0.11,2.0,235.0,20.0,2.0
0.11,2.0,245.0,20.0,3.0
0.11,2.0,250.0,20.0,3.0
0.11,2.0,255.0,20.0,3.0
0.11,2.0,260.0,20.0,4.0
0.11,2.0,265.0,20.0,4.0
0.11,2.0,270.0,20.0,4.0
0.11,2.0,270.0,20.0,5.0
0.11,2.0,275.0,20.0,4.0
0.11,2.0,275.0,20.0,5.0
0.11,2.0,280.0,20.0,5.0
0.11,2.0,280.0,20.0,6.0
0.11,2.0,285.0,20.0,5.0
0.11,2.0,285.0,20.0,6.0
0.11,2.0,285.0,20.0,7.0
0.11,2.0,290.0,20.0,5.0
0.11,2.0,290.0,20.0,6.0
0.11,2.0,290.0,20.0,7.0
0.11,2.0,295.0,20.0,6.0
0.11,2.0,295.0,20.0,7.0
0.11,2.0,295.0,20.0,8.0
0.11,2.0,300.0,20.0,6.0
0.11,2.0,300.0,20.0,7.0
0.11,2.0,300.0,20.0,8.0
0.11,2.0,300.0,20.0,9.0
0.11,2.0,305.0,20.0,7.0
0.11,2.0,305.0,20.0,8.0
0.11,2.0,305.0,20.0,9.0
0.11,2.0,305.0,20.0,10.0
0.11,2.0,310.0,20.0,7.0
0.11,2.0,310.0,20.0,8.0
0.11,2.0,310.0,20.0,9.0
0.11,2.0,310.0,20.0,10.0
0.11,2.0,315.0,20.0,8.0
0.11,2.0,315.0,20.0,9.0
0.11,2.0,315.0,20.0,10.0
0.11,2.0,320.0,20.0,9.0
0.11,2.0,320.0,20.0,10.0
0.11,2.0,325.0,20.0,9.0
0.11,2.0,325.0,20.0,10.0
0.11,2.0,330.0,20.0,10.0
0.16,1.6,250.0,20.0,8.0
0.16,1.6,255.0,20.0,9.0
0.16,1.6,260.0,20.0,10.0
0.16,1.8,235.0,20.0,4.0
0.16,1.8,240.0,20.0,5.0
0.16,1.8,245.0,20.0,5.0
0.16,1.8,250.0,20.0,5.0
0.16,1.8,250.0,20.0,6.0
0.16,1.8,255.0,20.0,6.0
0.16,1.8,255.0,20.0,7.0
0.16,1.8,260.0,20.0,6.0
0.16,1.8,260.0,20.0,7.0
0.16,1.8,260.0,20.0,8.0
0.16,1.8,265.0,20.0,7.0
0.16,1.8,265.0,20.0,8.0
0.16,1.8,265.0,20.0,9.0
0.16,1.8,270.0,20.0,8.0
0.16,1.8,270.0,20.0,9.0
0.16,1.8,270.0,20.0,10.0
0.16,1.8,275.0,20.0,8.0
0.16,1.8,275.0,20.0,9.0
0.16,1.8,275.0,20.0,10.0
0.16,1.8,280.0,20.0,9.0
0.16,1.8,280.0,20.0,10.0
0.16,1.8,285.0,20.0,10.0
0.16,2.0,230.0,20.0,3.0
0.16,2.0,235.0,20.0,3.0
0.16,2.0,240.0,20.0,4.0
0.16,2.0,245.0,20.0,4.0
0.16,2.0,250.0,20.0,4.0
0.16,2.0,250.0,20.0,5.0
0.16,2.0,255.0,20.0,4.0
0.16,2.0,255.0,20.0,5.0
0.16,2.0,260.0,20.0,5.0
0.16,2.0,260.0,20.0,6.0
0.16,2.0,265.0,20.0,5.0
0.16,2.0,265.0,20.0,6.0
0.16,2.0,270.0,20.0,6.0
0.16,2.0,270.0,20.0,7.0
0.16,2.0,275.0,20.0,6.0
0.16,2.0,275.0,20.0,7.0
0.16,2.0,275.0,20.0,8.0
0.16,2.0,280.0,20.0,7.0
0.16,2.0,280.0,20.0,8.0
0.16,2.0,280.0,20.0,9.0
0.16,2.0,285.0,20.0,7.0
0.16,2.0,285.0,20.0,8.0
0.16,2.0,285.0,20.0,9.0
0.16,2.0,285.0,20.0,10.0
0.16,2.0,290.0,20.0,8.0
0.16,2.0,290.0,20.0,9.0
0.16,2.0,290.0,20.0,10.0
0.16,2.0,295.0,20.0,8.0
0.16,2.0,295.0,20.0,9.0
0.16,2.0,295.0,20.0,10.0
0.16,2.0,300.0,20.0,9.0
0.16,2.0,300.0,20.0,10.0
0.16,2.0,305.0,20.0,10.0
0.16,2.0,310.0,20.0,10.0
0.21,1.6,245.0,20.0,10.0
0.21,1.6,250.0,20.0,10.0
0.21,1.8,230.0,20.0,5.0
0.21,1.8,240.0,20.0,6.0
0.21,1.8,245.0,20.0,6.0
0.21,1.8,245.0,20.0,7.0
0.21,1.8,250.0,20.0,7.0
0.21,1.8,250.0,20.0,8.0
0.21,1.8,255.0,20.0,8.0
0.21,1.8,255.0,20.0,9.0
0.21,1.8,260.0,20.0,8.0
0.21,1.8,260.0,20.0,9.0
0.21,1.8,260.0,20.0,10.0
0.21,1.8,265.0,20.0,9.0
0.21,1.8,265.0,20.0,10.0
0.21,1.8,270.0,20.0,10.0
0.21,2.0,215.0,20.0,3.0
0.21,2.0,230.0,20.0,4.0
0.21,2.0,235.0,20.0,4.0
0.21,2.0,240.0,20.0,5.0
0.21,2.0,245.0,20.0,5.0
0.21,2.0,250.0,20.0,5.0
0.21,2.0,250.0,20.0,6.0
0.21,2.0,255.0,20.0,6.0
0.21,2.0,255.0,20.0,7.0
0.21,2.0,260.0,20.0,6.0
0.21,2.0,260.0,20.0,7.0
0.21,2.0,260.0,20.0,8.0
0.21,2.0,265.0,20.0,7.0
0.21,2.0,265.0,20.0,8.0
0.21,2.0,265.0,20.0,9.0
0.21,2.0,270.0,20.0,7.0
0.21,2.0,270.0,20.0,8.0
0.21,2.0,270.0,20.0,9.0
0.21,2.0,270.0,20.0,10.0
0.21,2.0,275.0,20.0,8.0
0.21,2.0,275.0,20.0,9.0
0.21,2.0,275.0,20.0,10.0
0.21,2.0,280.0,20.0,8.0
0.21,2.0,280.0,20.0,9.0
0.21,2.0,280.0,20.0,10.0
0.21,2.0,285.0,20.0,9.0
0.21,2.0,285.0,20.0,10.0
0.21,2.0,290.0,20.0,10.0
0.26,1.8,230.0,20.0,6.0
0.26,1.8,235.0,20.0,7.0
0.26,1.8,240.0,20.0,7.0
0.26,1.8,240.0,20.0,8.0
0.26,1.8,245.0,20.0,8.0
0.26,1.8,245.0,20.0,9.0
0.26,1.8,250.0,20.0,8.0
0.26,1.8,250.0,20.0,9.0
0.26,1.8,250.0,20.0,10.0
0.26,1.8,255.0,20.0,9.0
0.26,1.8,255.0,20.0,10.0
0.26,1.8,260.0,20.0,10.0
0.26,2.0,220.0,20.0,4.0
0.26,2.0,225.0,20.0,4.0
0.26,2.0,230.0,20.0,5.0
0.26,2.0,235.0,20.0,5.0
0.26,2.0,240.0,20.0,6.0
0.26,2.0,245.0,20.0,6.0
0.26,2.0,245.0,20.0,7.0
0.26,2.0,250.0,20.0,6.0
0.26,2.0,250.0,20.0,7.0
0.26,2.0,250.0,20.0,8.0
0.26,2.0,255.0,20.0,7.0
0.26,2.0,255.0,20.0,8.0
0.26,2.0,255.0,20.0,9.0
0.26,2.0,260.0,20.0,7.0
0.26,2.0,260.0,20.0,8.0
0.26,2.0,260.0,20.0,9.0
0.26,2.0,260.0,20.0,10.0
0.26,2.0,265.0,20.0,8.0
0.26,2.0,265.0,20.0,9.0
0.26,2.0,265.0,20.0,10.0
0.26,2.0,270.0,20.0,9.0
0.26,2.0,270.0,20.0,10.0
0.26,2.0,275.0,20.0,9.0
0.26,2.0,275.0,20.0,10.0
0.26,2.0,280.0,20.0,10.0
0.31,1.8,220.0,20.0,6.0
0.31,1.8,230.0,20.0,7.0
0.31,1.8,235.0,20.0,8.0
0.31,1.8,240.0,20.0,8.0
0.31,1.8,240.0,20.0,9.0
0.31,1.8,245.0,20.0,9.0
0.31,1.8,245.0,20.0,10.0
0.31,1.8,250.0,20.0,10.0
0.31,2.0,210.0,20.0,4.0
0.31,2.0,220.0,20.0,5.0
0.31,2.0,225.0,20.0,5.0
0.31,2.0,230.0,20.0,6.0
0.31,2.0,235.0,20.0,6.0
0.31,2.0,235.0,20.0,7.0
0.31,2.0,240.0,20.0,6.0
0.31,2.0,240.0,20.0,7.0
0.31,2.0,245.0,20.0,7.0
0.31,2.0,245.0,20.0,8.0
0.31,2.0,250.0,20.0,8.0
0.31,2.0,250.0,20.0,9.0
0.31,2.0,255.0,20.0,8.0
0.31,2.0,255.0,20.0,9.0
0.31,2.0,255.0,20.0,10.0
0.31,2.0,260.0,20.0,9.0
0.31,2.0,260.0,20.0,10.0
0.31,2.0,265.0,20.0,10.0
0.31,2.0,270.0,20.0,10.0
0.36,1.8,220.0,20.0,7.0
0.36,1.8,230.0,20.0,8.0
0.36,1.8,235.0,20.0,9.0
0.36,1.8,235.0,20.0,10.0
0.36,1.8,240.0,20.0,10.0
0.36,2.0,215.0,20.0,5.0
0.36,2.0,225.0,20.0,6.0
0.36,2.0,230.0,20.0,6.0
0.36,2.0,230.0,20.0,7.0
0.36,2.0,235.0,20.0,7.0
0.36,2.0,235.0,20.0,8.0
0.36,2.0,240.0,20.0,7.0
0.36,2.0,240.0,20.0,8.0
0.36,2.0,240.0,20.0,9.0
0.36,2.0,245.0,20.0,8.0
0.36,2.0,245.0,20.0,9.0
0.36,2.0,245.0,20.0,10.0
0.36,2.0,250.0,20.0,9.0
0.36,2.0,250.0,20.0,10.0
0.36,2.0,255.0,20.0,9.0
0.36,2.0,255.0,20.0,10.0
0.36,2.0,260.0,20.0,10.0
0.41,1.8,220.0,20.0,8.0
0.41,1.8,225.0,20.0,9.0
0.41,1.8,230.0,20.0,9.0
0.41,1.8,230.0,20.0,10.0
0.41,1.8,235.0,20.0,10.0
0.41,2.0,215.0,20.0,6.0
0.41,2.0,220.0,20.0,6.0
0.41,2.0,225.0,20.0,7.0
0.41,2.0,230.0,20.0,7.0
0.41,2.0,230.0,20.0,8.0
0.41,2.0,235.0,20.0,8.0
0.41,2.0,235.0,20.0,9.0
0.41,2.0,240.0,20.0,8.0
0.41,2.0,240.0,20.0,9.0
0.41,2.0,240.0,20.0,10.0
0.41,2.0,245.0,20.0,9.0
0.41,2.0,245.0,20.0,10.0
0.41,2.0,250.0,20.0,10.0
0.46,1.8,225.0,20.0,10.0
0.46,1.8,230.0,20.0,10.0
0.46,2.0,210.0,20.0,6.0
0.46,2.0,220.0,20.0,7.0
0.46,2.0,225.0,20.0,7.0
0.46,2.0,225.0,20.0,8.0
0.46,2.0,230.0,20.0,8.0
0.46,2.0,230.0,20.0,9.0
0.46,2.0,235.0,20.0,9.0
0.46,2.0,235.0,20.0,10.0
0.46,2.0,240.0,20.0,9.0
0.46,2.0,240.0,20.0,10.0
0.46,2.0,245.0,20.0,10.0
0.51,2.0,215.0,20.0,7.0
0.51,2.0,220.0,20.0,8.0
0.51,2.0,225.0,20.0,8.0
0.51,2.0,225.0,20.0,9.0
0.51,2.0,230.0,20.0,9.0
0.51,2.0,230.0,20.0,10.0
0.51,2.0,235.0,20.0,9.0
0.51,2.0,235.0,20.0,10.0
0.51,2.0,240.0,20.0,10.0
0.56,2.0,210.0,20.0,7.0
0.56,2.0,215.0,20.0,8.0
0.56,2.0,220.0,20.0,8.0
0.56,2.0,220.0,20.0,9.0
0.56,2.0,225.0,20.0,9.0
0.56,2.0,225.0,20.0,10.0
0.56,2.0,230.0,20.0,10.0
0.56,2.0,235.0,20.0,10.0
0.61,2.0,210.0,20.0,8.0
0.61,2.0,215.0,20.0,9.0
0.61,2.0,220.0,20.0,9.0
0.61,2.0,220.0,20.0,10.0
0.61,2.0,225.0,20.0,10.0
0.61,2.0,230.0,20.0,10.0
0.66,2.0,215.0,20.0,9.0
0.66,2.0,220.0,20.0,10.0
0.66,2.0,225.0,20.0,10.0
0.71,2.0,210.0,20.0,9.0
0.71,2.0,215.0,20.0,10.0
0.71,2.0,220.0,20.0,10.0
0.76,2.0,210.0,20.0,10.0
