K,n,δ,A,up
0.06,7.4,420.0,20.0,3.0
0.06,7.4,420.0,20.0,4.0
0.06,7.4,425.0,20.0,2.0
0.06,7.4,425.0,20.0,3.0
0.06,7.4,425.0,20.0,4.0
0.06,7.4,430.0,20.0,2.0
0.06,7.4,430.0,20.0,3.0
0.06,7.4,430.0,20.0,4.0
0.06,7.4,435.0,20.0,2.0
0.06,7.4,435.0,20.0,3.0
0.06,7.4,435.0,20.0,4.0
0.06,7.4,435.0,20.0,5.0
0.06,7.4,440.0,20.0,2.0
0.06,7.4,440.0,20.0,3.0
0.06,7.4,440.0,20.0,4.0
0.06,7.4,440.0,20.0,5.0
0.06,7.4,445.0,20.0,2.0
0.06,7.4,445.0,20.0,3.0
0.06,7.4,445.0,20.0,4.0
0.06,7.4,445.0,20.0,5.0
0.06,7.4,450.0,20.0,2.0
0.06,7.4,450.0,20.0,3.0
0.06,7.4,450.0,20.0,4.0
0.06,7.4,450.0,20.0,5.0
0.06,7.4,450.0,20.0,6.0
0.06,7.4,455.0,20.0,2.0
0.06,7.4,455.0,20.0,3.0
0.06,7.4,455.0,20.0,4.0
0.06,7.4,455.0,20.0,5.0
0.06,7.4,455.0,20.0,6.0
0.06,7.4,460.0,20.0,2.0
0.06,7.4,460.0,20.0,3.0
0.06,7.4,460.0,20.0,4.0
0.06,7.4,460.0,20.0,5.0
0.06,7.4,460.0,20.0,6.0
0.06,7.4,465.0,20.0,2.0
0.06,7.4,465.0,20.0,3.0
0.06,7.4,465.0,20.0,4.0
0.06,7.4,465.0,20.0,5.0
0.06,7.4,465.0,20.0,6.0
0.06,7.4,465.0,20.0,7.0
0.06,7.4,470.0,20.0,3.0
0.06,7.4,470.0,20.0,4.0
0.06,7.4,470.0,20.0,5.0
0.06,7.4,470.0,20.0,6.0
0.06,7.4,470.0,20.0,7.0
0.06,7.4,475.0,20.0,3.0
0.06,7.4,475.0,20.0,4.0
0.06,7.4,475.0,20.0,5.0
0.06,7.4,475.0,20.0,6.0
0.06,7.4,475.0,20.0,7.0
0.06,7.4,480.0,20.0,3.0
0.06,7.4,480.0,20.0,4.0
0.06,7.4,480.0,20.0,5.0
0.06,7.4,480.0,20.0,6.0
0.06,7.4,480.0,20.0,7.0
0.06,7.4,480.0,20.0,8.0
0.06,7.4,485.0,20.0,3.0
0.06,7.4,485.0,20.0,4.0
0.06,7.4,485.0,20.0,5.0
0.06,7.4,485.0,20.0,6.0
0.06,7.4,485.0,20.0,7.0
0.06,7.4,485.0,20.0,8.0
0.06,7.4,490.0,20.0,3.0
0.06,7.4,490.0,20.0,4.0
0.06,7.4,490.0,20.0,5.0
0.06,7.4,490.0,20.0,6.0
0.06,7.4,490.0,20.0,7.0
0.06,7.4,490.0,20.0,8.0
0.06,7.4,490.0,20.0,9.0
0.06,7.4,495.0,20.0,3.0
0.06,7.4,495.0,20.0,4.0
0.06,7.4,495.0,20.0,5.0
0.06,7.4,495.0,20.0,6.0
0.06,7.4,495.0,20.0,7.0
0.06,7.4,495.0,20.0,8.0
0.06,7.4,495.0,20.0,9.0
0.06,7.4,500.0,20.0,3.0
0.06,7.4,500.0,20.0,4.0
0.06,7.4,500.0,20.0,5.0
0.06,7.4,500.0,20.0,6.0
0.06,7.4,500.0,20.0,7.0
0.06,7.4,500.0,20.0,8.0
0.06,7.4,500.0,20.0,9.0
0.06,7.4,500.0,20.0,10.0
0.06,7.6,280.0,20.0,1.0
0.06,7.6,285.0,20.0,1.0
0.06,7.6,290.0,20.0,1.0
0.06,7.6,295.0,20.0,1.0
0.06,7.6,300.0,20.0,1.0
0.06,7.6,305.0,20.0,1.0
0.06,7.6,310.0,20.0,1.0
0.06,7.6,315.0,20.0,1.0
0.06,7.6,320.0,20.0,1.0
0.06,7.6,325.0,20.0,1.0
0.06,7.6,330.0,20.0,1.0
0.06,7.6,335.0,20.0,1.0
0.06,7.6,340.0,20.0,1.0
0.06,7.6,345.0,20.0,1.0
0.06,7.6,345.0,20.0,2.0
0.06,7.6,350.0,20.0,1.0
0.06,7.6,350.0,20.0,2.0
0.06,7.6,355.0,20.0,1.0
0.06,7.6,355.0,20.0,2.0
0.06,7.6,360.0,20.0,1.0
0.06,7.6,360.0,20.0,2.0
0.06,7.6,365.0,20.0,1.0
0.06,7.6,365.0,20.0,2.0
0.06,7.6,370.0,20.0,1.0
0.06,7.6,370.0,20.0,2.0
0.06,7.6,375.0,20.0,1.0
0.06,7.6,375.0,20.0,2.0
0.06,7.6,380.0,20.0,2.0
0.06,7.6,385.0,20.0,2.0
0.06,7.6,385.0,20.0,3.0
0.06,7.6,390.0,20.0,2.0
0.06,7.6,390.0,20.0,3.0
0.06,7.6,395.0,20.0,2.0
0.06,7.6,395.0,20.0,3.0
0.06,7.6,400.0,20.0,2.0
0.06,7.6,400.0,20.0,3.0
0.06,7.6,405.0,20.0,2.0
0.06,7.6,405.0,20.0,3.0
0.06,7.6,410.0,20.0,2.0
0.06,7.6,410.0,20.0,3.0
0.06,7.6,415.0,20.0,2.0
0.06,7.6,415.0,20.0,3.0
0.06,7.6,415.0,20.0,4.0
0.06,7.6,420.0,20.0,2.0
0.06,7.6,420.0,20.0,3.0
0.06,7.6,420.0,20.0,4.0
0.06,7.6,425.0,20.0,2.0
0.06,7.6,425.0,20.0,3.0
0.06,7.6,425.0,20.0,4.0
0.06,7.6,430.0,20.0,2.0
0.06,7.6,430.0,20.0,3.0
0.06,7.6,430.0,20.0,4.0
0.06,7.6,435.0,20.0,2.0
0.06,7.6,435.0,20.0,3.0
0.06,7.6,435.0,20.0,4.0
0.06,7.6,435.0,20.0,5.0
0.06,7.6,440.0,20.0,2.0
0.06,7.6,440.0,20.0,3.0
0.06,7.6,440.0,20.0,4.0
0.06,7.6,440.0,20.0,5.0
0.06,7.6,445.0,20.0,2.0
0.06,7.6,445.0,20.0,3.0
0.06,7.6,445.0,20.0,4.0
0.06,7.6,445.0,20.0,5.0
0.06,7.6,450.0,20.0,2.0
0.06,7.6,450.0,20.0,3.0
0.06,7.6,450.0,20.0,4.0
0.06,7.6,450.0,20.0,5.0
0.06,7.6,455.0,20.0,2.0
0.06,7.6,455.0,20.0,3.0
0.06,7.6,455.0,20.0,4.0
0.06,7.6,455.0,20.0,5.0
0.06,7.6,455.0,20.0,6.0
0.06,7.6,460.0,20.0,2.0
0.06,7.6,460.0,20.0,3.0
0.06,7.6,460.0,20.0,4.0
0.06,7.6,460.0,20.0,5.0
0.06,7.6,460.0,20.0,6.0
0.06,7.6,465.0,20.0,2.0
0.06,7.6,465.0,20.0,3.0
0.06,7.6,465.0,20.0,4.0
0.06,7.6,465.0,20.0,5.0
0.06,7.6,465.0,20.0,6.0
0.06,7.6,470.0,20.0,3.0
0.06,7.6,470.0,20.0,4.0
0.06,7.6,470.0,20.0,5.0
0.06,7.6,470.0,20.0,6.0
0.06,7.6,470.0,20.0,7.0
0.06,7.6,475.0,20.0,3.0
0.06,7.6,475.0,20.0,4.0
0.06,7.6,475.0,20.0,5.0
0.06,7.6,475.0,20.0,6.0
0.06,7.6,475.0,20.0,7.0
0.06,7.6,480.0,20.0,3.0
0.06,7.6,480.0,20.0,4.0
0.06,7.6,480.0,20.0,5.0
0.06,7.6,480.0,20.0,6.0
0.06,7.6,480.0,20.0,7.0
0.06,7.6,480.0,20.0,8.0
0.06,7.6,485.0,20.0,3.0
0.06,7.6,485.0,20.0,4.0
0.06,7.6,485.0,20.0,5.0
0.06,7.6,485.0,20.0,6.0
0.06,7.6,485.0,20.0,7.0
0.06,7.6,485.0,20.0,8.0
0.06,7.6,490.0,20.0,3.0
0.06,7.6,490.0,20.0,4.0
0.06,7.6,490.0,20.0,5.0
0.06,7.6,490.0,20.0,6.0
0.06,7.6,490.0,20.0,7.0
0.06,7.6,490.0,20.0,8.0
0.06,7.6,495.0,20.0,3.0
0.06,7.6,495.0,20.0,4.0
0.06,7.6,495.0,20.0,5.0
0.06,7.6,495.0,20.0,6.0
0.06,7.6,495.0,20.0,7.0
0.06,7.6,495.0,20.0,8.0
0.06,7.6,495.0,20.0,9.0
0.06,7.6,500.0,20.0,3.0
0.06,7.6,500.0,20.0,4.0
0.06,7.6,500.0,20.0,5.0
0.06,7.6,500.0,20.0,6.0
0.06,7.6,500.0,20.0,7.0
0.06,7.6,500.0,20.0,8.0
0.06,7.6,500.0,20.0,9.0
0.06,7.8,280.0,20.0,1.0
0.06,7.8,285.0,20.0,1.0
0.06,7.8,290.0,20.0,1.0
0.06,7.8,295.0,20.0,1.0
0.06,7.8,300.0,20.0,1.0
0.06,7.8,305.0,20.0,1.0
0.06,7.8,310.0,20.0,1.0
0.06,7.8,315.0,20.0,1.0
0.06,7.8,320.0,20.0,1.0
0.06,7.8,325.0,20.0,1.0
0.06,7.8,330.0,20.0,1.0
0.06,7.8,335.0,20.0,1.0
0.06,7.8,340.0,20.0,1.0
0.06,7.8,345.0,20.0,1.0
0.06,7.8,345.0,20.0,2.0
0.06,7.8,350.0,20.0,1.0
0.06,7.8,350.0,20.0,2.0
0.06,7.8,355.0,20.0,1.0
0.06,7.8,355.0,20.0,2.0
0.06,7.8,360.0,20.0,1.0
0.06,7.8,360.0,20.0,2.0
0.06,7.8,365.0,20.0,1.0
0.06,7.8,365.0,20.0,2.0
0.06,7.8,370.0,20.0,1.0
0.06,7.8,370.0,20.0,2.0
0.06,7.8,375.0,20.0,1.0
0.06,7.8,375.0,20.0,2.0
0.06,7.8,380.0,20.0,2.0
0.06,7.8,385.0,20.0,2.0
0.06,7.8,385.0,20.0,3.0
0.06,7.8,390.0,20.0,2.0
0.06,7.8,390.0,20.0,3.0
0.06,7.8,395.0,20.0,2.0
0.06,7.8,395.0,20.0,3.0
0.06,7.8,400.0,20.0,2.0
0.06,7.8,400.0,20.0,3.0
0.06,7.8,405.0,20.0,2.0
0.06,7.8,405.0,20.0,3.0
0.06,7.8,410.0,20.0,2.0
0.06,7.8,410.0,20.0,3.0
0.06,7.8,415.0,20.0,2.0
0.06,7.8,415.0,20.0,3.0
0.06,7.8,415.0,20.0,4.0
0.06,7.8,420.0,20.0,2.0
0.06,7.8,420.0,20.0,3.0
0.06,7.8,420.0,20.0,4.0
0.06,7.8,425.0,20.0,2.0
0.06,7.8,425.0,20.0,3.0
0.06,7.8,425.0,20.0,4.0
0.06,7.8,430.0,20.0,2.0
0.06,7.8,430.0,20.0,3.0
0.06,7.8,430.0,20.0,4.0
0.06,7.8,435.0,20.0,2.0
0.06,7.8,435.0,20.0,3.0
0.06,7.8,435.0,20.0,4.0
0.06,7.8,435.0,20.0,5.0
0.06,7.8,440.0,20.0,2.0
0.06,7.8,440.0,20.0,3.0
0.06,7.8,440.0,20.0,4.0
0.06,7.8,440.0,20.0,5.0
0.06,7.8,445.0,20.0,2.0
0.06,7.8,445.0,20.0,3.0
0.06,7.8,445.0,20.0,4.0
0.06,7.8,445.0,20.0,5.0
0.06,7.8,450.0,20.0,2.0
0.06,7.8,450.0,20.0,3.0
0.06,7.8,450.0,20.0,4.0
0.06,7.8,450.0,20.0,5.0
0.06,7.8,455.0,20.0,2.0
0.06,7.8,455.0,20.0,3.0
0.06,7.8,455.0,20.0,4.0
0.06,7.8,455.0,20.0,5.0
0.06,7.8,455.0,20.0,6.0
0.06,7.8,460.0,20.0,2.0
0.06,7.8,460.0,20.0,3.0
0.06,7.8,460.0,20.0,4.0
0.06,7.8,460.0,20.0,5.0
0.06,7.8,460.0,20.0,6.0
0.06,7.8,465.0,20.0,2.0
0.06,7.8,465.0,20.0,3.0
0.06,7.8,465.0,20.0,4.0
0.06,7.8,465.0,20.0,5.0
0.06,7.8,465.0,20.0,6.0
0.06,7.8,470.0,20.0,2.0
0.06,7.8,470.0,20.0,3.0
0.06,7.8,470.0,20.0,4.0
0.06,7.8,470.0,20.0,5.0
0.06,7.8,470.0,20.0,6.0
0.06,7.8,470.0,20.0,7.0
0.06,7.8,475.0,20.0,3.0
0.06,7.8,475.0,20.0,4.0
0.06,7.8,475.0,20.0,5.0
0.06,7.8,475.0,20.0,6.0
0.06,7.8,475.0,20.0,7.0
0.06,7.8,480.0,20.0,3.0
0.06,7.8,480.0,20.0,4.0
0.06,7.8,480.0,20.0,5.0
0.06,7.8,480.0,20.0,6.0
0.06,7.8,480.0,20.0,7.0
0.06,7.8,485.0,20.0,3.0
0.06,7.8,485.0,20.0,4.0
0.06,7.8,485.0,20.0,5.0
0.06,7.8,485.0,20.0,6.0
0.06,7.8,485.0,20.0,7.0
0.06,7.8,485.0,20.0,8.0
0.06,7.8,490.0,20.0,3.0
0.06,7.8,490.0,20.0,4.0
0.06,7.8,490.0,20.0,5.0
0.06,7.8,490.0,20.0,6.0
0.06,7.8,490.0,20.0,7.0
0.06,7.8,490.0,20.0,8.0
0.06,7.8,495.0,20.0,3.0
0.06,7.8,495.0,20.0,4.0
0.06,7.8,495.0,20.0,5.0
0.06,7.8,495.0,20.0,6.0
0.06,7.8,495.0,20.0,7.0
0.06,7.8,495.0,20.0,8.0
0.06,7.8,495.0,20.0,9.0
0.06,7.8,500.0,20.0,3.0
0.06,7.8,500.0,20.0,4.0
0.06,7.8,500.0,20.0,5.0
0.06,7.8,500.0,20.0,6.0
0.06,7.8,500.0,20.0,7.0
0.06,7.8,500.0,20.0,8.0
0.06,7.8,500.0,20.0,9.0
0.06,8.0,280.0,20.0,1.0
0.06,8.0,285.0,20.0,1.0
0.06,8.0,290.0,20.0,1.0
0.06,8.0,295.0,20.0,1.0
0.06,8.0,300.0,20.0,1.0
0.06,8.0,305.0,20.0,1.0
0.06,8.0,310.0,20.0,1.0
0.06,8.0,315.0,20.0,1.0
0.06,8.0,320.0,20.0,1.0
0.06,8.0,325.0,20.0,1.0
0.06,8.0,330.0,20.0,1.0
0.06,8.0,335.0,20.0,1.0
0.06,8.0,340.0,20.0,1.0
0.06,8.0,345.0,20.0,1.0
0.06,8.0,345.0,20.0,2.0
0.06,8.0,350.0,20.0,1.0
0.06,8.0,350.0,20.0,2.0
0.06,8.0,355.0,20.0,1.0
0.06,8.0,355.0,20.0,2.0
0.06,8.0,360.0,20.0,1.0
0.06,8.0,360.0,20.0,2.0
0.06,8.0,365.0,20.0,1.0
0.06,8.0,365.0,20.0,2.0
0.06,8.0,370.0,20.0,1.0
0.06,8.0,370.0,20.0,2.0
0.06,8.0,375.0,20.0,1.0
0.06,8.0,375.0,20.0,2.0
0.06,8.0,380.0,20.0,1.0
0.06,8.0,380.0,20.0,2.0
0.06,8.0,385.0,20.0,2.0
0.06,8.0,385.0,20.0,3.0
0.06,8.0,390.0,20.0,2.0
0.06,8.0,390.0,20.0,3.0
0.06,8.0,395.0,20.0,2.0
0.06,8.0,395.0,20.0,3.0
0.06,8.0,400.0,20.0,2.0
0.06,8.0,400.0,20.0,3.0
0.06,8.0,405.0,20.0,2.0
0.06,8.0,405.0,20.0,3.0
0.06,8.0,410.0,20.0,2.0
0.06,8.0,410.0,20.0,3.0
0.06,8.0,415.0,20.0,2.0
0.06,8.0,415.0,20.0,3.0
0.06,8.0,415.0,20.0,4.0
0.06,8.0,420.0,20.0,2.0
0.06,8.0,420.0,20.0,3.0
0.06,8.0,420.0,20.0,4.0
0.06,8.0,425.0,20.0,2.0
0.06,8.0,425.0,20.0,3.0
0.06,8.0,425.0,20.0,4.0
0.06,8.0,430.0,20.0,2.0
0.06,8.0,430.0,20.0,3.0
0.06,8.0,430.0,20.0,4.0
0.06,8.0,435.0,20.0,2.0
0.06,8.0,435.0,20.0,3.0
0.06,8.0,435.0,20.0,4.0
0.06,8.0,440.0,20.0,2.0
0.06,8.0,440.0,20.0,3.0
0.06,8.0,440.0,20.0,4.0
0.06,8.0,440.0,20.0,5.0
0.06,8.0,445.0,20.0,2.0
0.06,8.0,445.0,20.0,3.0
0.06,8.0,445.0,20.0,4.0
0.06,8.0,445.0,20.0,5.0
0.06,8.0,450.0,20.0,2.0
0.06,8.0,450.0,20.0,3.0
0.06,8.0,450.0,20.0,4.0
0.06,8.0,450.0,20.0,5.0
0.06,8.0,455.0,20.0,2.0
0.06,8.0,455.0,20.0,3.0
0.06,8.0,455.0,20.0,4.0
0.06,8.0,455.0,20.0,5.0
0.06,8.0,455.0,20.0,6.0
0.06,8.0,460.0,20.0,2.0
0.06,8.0,460.0,20.0,3.0
0.06,8.0,460.0,20.0,4.0
0.06,8.0,460.0,20.0,5.0
0.06,8.0,460.0,20.0,6.0
0.06,8.0,465.0,20.0,2.0
0.06,8.0,465.0,20.0,3.0
0.06,8.0,465.0,20.0,4.0
0.06,8.0,465.0,20.0,5.0
0.06,8.0,465.0,20.0,6.0
0.06,8.0,470.0,20.0,2.0
0.06,8.0,470.0,20.0,3.0
0.06,8.0,470.0,20.0,4.0
0.06,8.0,470.0,20.0,5.0
0.06,8.0,470.0,20.0,6.0
0.06,8.0,470.0,20.0,7.0
0.06,8.0,475.0,20.0,3.0
0.06,8.0,475.0,20.0,4.0
0.06,8.0,475.0,20.0,5.0
0.06,8.0,475.0,20.0,6.0
0.06,8.0,475.0,20.0,7.0
0.06,8.0,480.0,20.0,3.0
0.06,8.0,480.0,20.0,4.0
0.06,8.0,480.0,20.0,5.0
0.06,8.0,480.0,20.0,6.0
0.06,8.0,480.0,20.0,7.0
0.06,8.0,485.0,20.0,3.0
0.06,8.0,485.0,20.0,4.0
0.06,8.0,485.0,20.0,5.0
0.06,8.0,485.0,20.0,6.0
0.06,8.0,485.0,20.0,7.0
0.06,8.0,485.0,20.0,8.0
0.06,8.0,490.0,20.0,3.0
0.06,8.0,490.0,20.0,4.0
0.06,8.0,490.0,20.0,5.0
0.06,8.0,490.0,20.0,6.0
0.06,8.0,490.0,20.0,7.0
0.06,8.0,490.0,20.0,8.0
0.06,8.0,495.0,20.0,3.0
0.06,8.0,495.0,20.0,4.0
0.06,8.0,495.0,20.0,5.0
0.06,8.0,495.0,20.0,6.0
0.06,8.0,495.0,20.0,7.0
0.06,8.0,495.0,20.0,8.0
0.06,8.0,495.0,20.0,9.0
0.06,8.0,500.0,20.0,3.0
0.06,8.0,500.0,20.0,4.0
0.06,8.0,500.0,20.0,5.0
0.06,8.0,500.0,20.0,6.0
0.06,8.0,500.0,20.0,7.0
0.06,8.0,500.0,20.0,8.0
0.06,8.0,500.0,20.0,9.0
0.11,7.2,230.0,20.0,1.0
0.11,7.2,235.0,20.0,1.0
0.11,7.2,240.0,20.0,1.0
0.11,7.2,245.0,20.0,1.0
0.11,7.2,250.0,20.0,1.0
0.11,7.2,255.0,20.0,1.0
0.11,7.2,260.0,20.0,1.0
0.11,7.2,265.0,20.0,1.0
0.11,7.2,270.0,20.0,1.0
0.11,7.2,275.0,20.0,1.0
0.11,7.2,280.0,20.0,1.0
0.11,7.2,285.0,20.0,1.0
0.11,7.2,285.0,20.0,2.0
0.11,7.2,290.0,20.0,1.0
0.11,7.2,290.0,20.0,2.0
