a
17.0
16.99170610476383
16.981829455994188
16.970134707549917
16.95660814045809
16.94060513929804
16.921930153716563
16.89978843922106
16.87451201607442
16.84588768488925
16.81331865991678
16.775740228584866
16.733898526229233
16.685598962805216
16.630850540254027
16.56972025210897
16.503467245656438
16.428819498975447
16.34681984146453
16.255347871127643
16.15751293446798
16.050164417695903
15.931730336794395
15.803836905176611
15.667161104852456
15.51475648801006
15.357863381030162
15.190708254559114
15.00954635469208
14.818961669533142
14.616318397430659
14.40341975271057
14.177579516435292
13.935004485865454
13.687963540166688
13.427186201711827
13.16006532517884
12.886424762909504
12.594435358562619
12.293011592826572
11.991631728347025
11.685654407346895
11.370667515083447
11.048274814160713
10.723151778287844
10.396378661628136
10.064443996393523
9.727209841344244
9.390925320343595
9.059139275308281
8.723702889100394
8.38836180287444
8.059733367754095
7.72605152070506
7.40796572349336
7.092604932337283
6.778220644397896
6.46088539258025
6.153533501601627
5.852350678156464
5.559784640818787
5.280178869345973
5.002244294309398
4.728879347079223
4.462939994367271
4.2106242821026765
3.964085605805695
3.72934125426388
3.4983287967607697
3.2818343167348862
3.0816215429438016
2.893678120177094
2.7216917386276354
2.563863384614575
2.4174297755179888
2.2788721501060776
2.1502137027042982
2.0272945884255167
1.905799349698762
1.7903074117108813
1.6921277184419612
1.5941073812650153
1.5089341030409174
1.4276358520257386
1.3497557928494959
1.275262018428031
1.2018160617602978
1.1292749728760652
1.0653953547025203
1.0054084900100726
0.944387449449213
0.8897191418842945
0.8365750535967058
0.7852259237375889
0.7369270045863943
0.6920703678412172
0.6494944493133736
0.6099909630862075
0.5729452678453645
0.5376534927363158
0.5049176656605182
0.473551687840827
0.4452059742213356
0.41943037915526654
0.3960128055040666
0.3746130969939938
0.3550436205947906
0.3367776341237363
0.3199249498917362
0.30392637469337314
0.28947155031260646
0.27607475265606873
0.26379449090598833
0.25230300198414835
0.2412182418534896
0.2308231088479244
0.2213949154220204
0.21250143407082117
0.20389087799342728
0.19557584269951578
0.18808749624230214
0.18096534334247324
0.17425920422400093
0.16778259959177957
0.161610748153179
0.15549424068826936
0.14977158942726046
0.14427634971668551
0.1390492760062091
0.1341043065153098
0.1293807259755977
0.12473370002111055
0.12035944535465307
0.11606987071603629
0.11196419123317933
0.1080186028093252
0.10414442338661421
0.10055107334778
0.09700900538174898
0.09353754665046983
0.09015471145454328
0.08704773821480005
0.08390064102697406
0.08093870527764149
0.07803180688425086
0.0752619908226337
0.07254678060812461
0.06990030819243157
0.06735380961341512
0.06486422776940458
0.062481090239280494
0.060203833740932584
0.05804680663330507
0.05593027593845266
0.05388187718104626
0.0518487957391281
0.04989129486921766
0.04808047727151207
0.04635022444346964
0.04470904920309693
0.043135335483534515
0.04159772670548201
0.04012760186330166
0.0386555737350296
