K,n,δ,A,up
0.091,9.1,335.0,20.0,1.0
0.091,9.4,330.0,20.0,1.0
0.091,9.5,340.0,20.0,1.0
0.091,9.6,350.0,20.0,1.1
0.091,9.8,345.0,20.0,1.1
