K,n,δ,A,up
0.091,7.2,325.0,20.0,1.0
0.091,7.4,330.0,20.0,1.0
0.091,7.7,345.0,20.0,1.1
0.091,7.7,350.0,20.0,1.2
0.091,7.8,330.0,20.0,1.0
0.091,7.9,340.0,20.0,1.0
