K,n,up,bistability,cri,region
0.011,7.0,1.0,1.0,1.0,2.0
0.011,7.0,2.0,1.0,1.0,2.0
0.011,7.0,3.0,1.0,1.0,2.0
0.011,7.0,4.0,1.0,1.0,2.0
0.011,7.0,5.0,1.0,1.0,2.0
0.011,7.0,6.0,1.0,1.0,2.0
0.011,7.0,7.0,1.0,1.0,2.0
0.011,7.0,8.0,1.0,1.0,2.0
0.011,7.0,9.0,1.0,1.0,2.0
0.011,7.0,10.0,1.0,1.0,2.0
0.011,7.1,1.0,1.0,1.0,2.0
0.011,7.1,2.0,1.0,1.0,2.0
0.011,7.1,3.0,1.0,1.0,2.0
0.011,7.1,4.0,1.0,1.0,2.0
0.011,7.1,5.0,1.0,1.0,2.0
0.011,7.1,6.0,1.0,1.0,2.0
0.011,7.1,7.0,1.0,1.0,2.0
0.011,7.1,8.0,1.0,1.0,2.0
0.011,7.1,9.0,1.0,1.0,2.0
0.011,7.1,10.0,1.0,1.0,2.0
0.011,7.2,1.0,1.0,1.0,2.0
0.011,7.2,2.0,1.0,1.0,2.0
0.011,7.2,3.0,1.0,1.0,2.0
0.011,7.2,4.0,1.0,1.0,2.0
0.011,7.2,5.0,1.0,1.0,2.0
0.011,7.2,6.0,1.0,1.0,2.0
0.011,7.2,7.0,1.0,1.0,2.0
0.011,7.2,8.0,1.0,1.0,2.0
0.011,7.2,9.0,1.0,1.0,2.0
0.011,7.2,10.0,1.0,1.0,2.0
0.011,7.3,1.0,1.0,1.0,2.0
0.011,7.3,2.0,1.0,1.0,2.0
0.011,7.3,3.0,1.0,1.0,2.0
0.011,7.3,4.0,1.0,1.0,2.0
0.011,7.3,5.0,1.0,1.0,2.0
0.011,7.3,6.0,1.0,1.0,2.0
0.011,7.3,7.0,1.0,1.0,2.0
0.011,7.3,8.0,1.0,1.0,2.0
0.011,7.3,9.0,1.0,1.0,2.0
0.011,7.3,10.0,1.0,1.0,2.0
0.011,7.4,1.0,1.0,1.0,2.0
0.011,7.4,2.0,1.0,1.0,2.0
0.011,7.4,3.0,1.0,1.0,2.0
0.011,7.4,4.0,1.0,1.0,2.0
0.011,7.4,5.0,1.0,1.0,2.0
0.011,7.4,6.0,1.0,1.0,2.0
0.011,7.4,7.0,1.0,1.0,2.0
0.011,7.4,8.0,1.0,1.0,2.0
0.011,7.4,9.0,1.0,1.0,2.0
0.011,7.4,10.0,1.0,1.0,2.0
0.011,7.5,1.0,1.0,1.0,2.0
0.011,7.5,2.0,1.0,1.0,2.0
0.011,7.5,3.0,1.0,1.0,2.0
0.011,7.5,4.0,1.0,1.0,2.0
0.011,7.5,5.0,1.0,1.0,2.0
0.011,7.5,6.0,1.0,1.0,2.0
0.011,7.5,7.0,1.0,1.0,2.0
0.011,7.5,8.0,1.0,1.0,2.0
0.011,7.5,9.0,1.0,1.0,2.0
0.011,7.5,10.0,1.0,1.0,2.0
0.011,7.6,1.0,1.0,1.0,2.0
0.011,7.6,2.0,1.0,1.0,2.0
0.011,7.6,3.0,1.0,1.0,2.0
0.011,7.6,4.0,1.0,1.0,2.0
0.011,7.6,5.0,1.0,1.0,2.0
0.011,7.6,6.0,1.0,1.0,2.0
0.011,7.6,7.0,1.0,1.0,2.0
0.011,7.6,8.0,1.0,1.0,2.0
0.011,7.6,9.0,1.0,1.0,2.0
0.011,7.6,10.0,1.0,1.0,2.0
0.011,7.7,1.0,1.0,1.0,2.0
0.011,7.7,2.0,1.0,1.0,2.0
0.011,7.7,3.0,1.0,1.0,2.0
0.011,7.7,4.0,1.0,1.0,2.0
0.011,7.7,5.0,1.0,1.0,2.0
0.011,7.7,6.0,1.0,1.0,2.0
0.011,7.7,7.0,1.0,1.0,2.0
0.011,7.7,8.0,1.0,1.0,2.0
0.011,7.7,9.0,1.0,1.0,2.0
0.011,7.7,10.0,1.0,1.0,2.0
0.011,7.8,1.0,1.0,1.0,2.0
0.011,7.8,2.0,1.0,1.0,2.0
0.011,7.8,3.0,1.0,1.0,2.0
0.011,7.8,4.0,1.0,1.0,2.0
0.011,7.8,5.0,1.0,1.0,2.0
0.011,7.8,6.0,1.0,1.0,2.0
0.011,7.8,7.0,1.0,1.0,2.0
0.011,7.8,8.0,1.0,1.0,2.0
0.011,7.8,9.0,1.0,1.0,2.0
0.011,7.8,10.0,1.0,1.0,2.0
0.011,7.9,1.0,1.0,1.0,2.0
0.011,7.9,2.0,1.0,1.0,2.0
0.011,7.9,3.0,1.0,1.0,2.0
0.011,7.9,4.0,1.0,1.0,2.0
0.011,7.9,5.0,1.0,1.0,2.0
0.011,7.9,6.0,1.0,1.0,2.0
0.011,7.9,7.0,1.0,1.0,2.0
0.011,7.9,8.0,1.0,1.0,2.0
0.011,7.9,9.0,1.0,1.0,2.0
0.011,7.9,10.0,1.0,1.0,2.0
0.011,8.0,1.0,1.0,1.0,2.0
0.011,8.0,2.0,1.0,1.0,2.0
0.011,8.0,3.0,1.0,1.0,2.0
0.011,8.0,4.0,1.0,1.0,2.0
0.011,8.0,5.0,1.0,1.0,2.0
0.011,8.0,6.0,1.0,1.0,2.0
0.011,8.0,7.0,1.0,1.0,2.0
0.011,8.0,8.0,1.0,1.0,2.0
0.011,8.0,9.0,1.0,1.0,2.0
0.011,8.0,10.0,1.0,1.0,2.0
0.011,8.1,1.0,1.0,1.0,2.0
0.011,8.1,2.0,1.0,1.0,2.0
0.011,8.1,3.0,1.0,1.0,2.0
0.011,8.1,4.0,1.0,1.0,2.0
0.011,8.1,5.0,1.0,1.0,2.0
0.011,8.1,6.0,1.0,1.0,2.0
0.011,8.1,7.0,1.0,1.0,2.0
0.011,8.1,8.0,1.0,1.0,2.0
0.011,8.1,9.0,1.0,1.0,2.0
0.011,8.1,10.0,1.0,1.0,2.0
0.011,8.2,1.0,1.0,1.0,2.0
0.011,8.2,2.0,1.0,1.0,2.0
0.011,8.2,3.0,1.0,1.0,2.0
0.011,8.2,4.0,1.0,1.0,2.0
0.011,8.2,5.0,1.0,1.0,2.0
0.011,8.2,6.0,1.0,1.0,2.0
0.011,8.2,7.0,1.0,1.0,2.0
0.011,8.2,8.0,1.0,1.0,2.0
0.011,8.2,9.0,1.0,1.0,2.0
0.011,8.2,10.0,1.0,1.0,2.0
0.011,8.3,1.0,1.0,1.0,2.0
0.011,8.3,2.0,1.0,1.0,2.0
0.011,8.3,3.0,1.0,1.0,2.0
0.011,8.3,4.0,1.0,1.0,2.0
0.011,8.3,5.0,1.0,1.0,2.0
0.011,8.3,6.0,1.0,1.0,2.0
0.011,8.3,7.0,1.0,1.0,2.0
0.011,8.3,8.0,1.0,1.0,2.0
0.011,8.3,9.0,1.0,1.0,2.0
0.011,8.3,10.0,1.0,1.0,2.0
0.011,8.4,1.0,1.0,1.0,2.0
0.011,8.4,2.0,1.0,1.0,2.0
0.011,8.4,3.0,1.0,1.0,2.0
0.011,8.4,4.0,1.0,1.0,2.0
0.011,8.4,5.0,1.0,1.0,2.0
0.011,8.4,6.0,1.0,1.0,2.0
0.011,8.4,7.0,1.0,1.0,2.0
0.011,8.4,8.0,1.0,1.0,2.0
0.011,8.4,9.0,1.0,1.0,2.0
0.011,8.4,10.0,1.0,1.0,2.0
0.011,8.5,1.0,1.0,1.0,2.0
0.011,8.5,2.0,1.0,1.0,2.0
0.011,8.5,3.0,1.0,1.0,2.0
0.011,8.5,4.0,1.0,1.0,2.0
0.011,8.5,5.0,1.0,1.0,2.0
0.011,8.5,6.0,1.0,1.0,2.0
0.011,8.5,7.0,1.0,1.0,2.0
0.011,8.5,8.0,1.0,1.0,2.0
0.011,8.5,9.0,1.0,1.0,2.0
0.011,8.5,10.0,1.0,1.0,2.0
0.011,8.6,1.0,1.0,1.0,2.0
0.011,8.6,2.0,1.0,1.0,2.0
0.011,8.6,3.0,1.0,1.0,2.0
0.011,8.6,4.0,1.0,1.0,2.0
0.011,8.6,5.0,1.0,1.0,2.0
0.011,8.6,6.0,1.0,1.0,2.0
0.011,8.6,7.0,1.0,1.0,2.0
0.011,8.6,8.0,1.0,1.0,2.0
0.011,8.6,9.0,1.0,1.0,2.0
0.011,8.6,10.0,1.0,1.0,2.0
0.011,8.7,1.0,1.0,1.0,2.0
0.011,8.7,2.0,1.0,1.0,2.0
0.011,8.7,3.0,1.0,1.0,2.0
0.011,8.7,4.0,1.0,1.0,2.0
0.011,8.7,5.0,1.0,1.0,2.0
0.011,8.7,6.0,1.0,1.0,2.0
0.011,8.7,7.0,1.0,1.0,2.0
0.011,8.7,8.0,1.0,1.0,2.0
0.011,8.7,9.0,1.0,1.0,2.0
0.011,8.7,10.0,1.0,1.0,2.0
0.011,8.8,1.0,1.0,1.0,2.0
0.011,8.8,2.0,1.0,1.0,2.0
0.011,8.8,3.0,1.0,1.0,2.0
0.011,8.8,4.0,1.0,1.0,2.0
0.011,8.8,5.0,1.0,1.0,2.0
0.011,8.8,6.0,1.0,1.0,2.0
0.011,8.8,7.0,1.0,1.0,2.0
0.011,8.8,8.0,1.0,1.0,2.0
0.011,8.8,9.0,1.0,1.0,2.0
0.011,8.8,10.0,1.0,1.0,2.0
0.011,8.9,1.0,1.0,1.0,2.0
0.011,8.9,2.0,1.0,1.0,2.0
0.011,8.9,3.0,1.0,1.0,2.0
0.011,8.9,4.0,1.0,1.0,2.0
0.011,8.9,5.0,1.0,1.0,2.0
0.011,8.9,6.0,1.0,1.0,2.0
0.011,8.9,7.0,1.0,1.0,2.0
0.011,8.9,8.0,1.0,1.0,2.0
0.011,8.9,9.0,1.0,1.0,2.0
0.011,8.9,10.0,1.0,1.0,2.0
0.011,9.0,1.0,1.0,1.0,2.0
0.011,9.0,2.0,1.0,1.0,2.0
0.011,9.0,3.0,1.0,1.0,2.0
0.011,9.0,4.0,1.0,1.0,2.0
0.011,9.0,5.0,1.0,1.0,2.0
0.011,9.0,6.0,1.0,1.0,2.0
0.011,9.0,7.0,1.0,1.0,2.0
0.011,9.0,8.0,1.0,1.0,2.0
0.011,9.0,9.0,1.0,1.0,2.0
0.011,9.0,10.0,1.0,1.0,2.0
0.011,9.1,1.0,1.0,1.0,2.0
0.011,9.1,2.0,1.0,1.0,2.0
0.011,9.1,3.0,1.0,1.0,2.0
0.011,9.1,4.0,1.0,1.0,2.0
0.011,9.1,5.0,1.0,1.0,2.0
0.011,9.1,6.0,1.0,1.0,2.0
0.011,9.1,7.0,1.0,1.0,2.0
0.011,9.1,8.0,1.0,1.0,2.0
0.011,9.1,9.0,1.0,1.0,2.0
0.011,9.1,10.0,1.0,1.0,2.0
0.011,9.2,1.0,1.0,1.0,2.0
0.011,9.2,2.0,1.0,1.0,2.0
0.011,9.2,3.0,1.0,1.0,2.0
0.011,9.2,4.0,1.0,1.0,2.0
0.011,9.2,5.0,1.0,1.0,2.0
0.011,9.2,6.0,1.0,1.0,2.0
0.011,9.2,7.0,1.0,1.0,2.0
0.011,9.2,8.0,1.0,1.0,2.0
0.011,9.2,9.0,1.0,1.0,2.0
0.011,9.2,10.0,1.0,1.0,2.0
0.011,9.3,1.0,1.0,1.0,2.0
0.011,9.3,2.0,1.0,1.0,2.0
0.011,9.3,3.0,1.0,1.0,2.0
0.011,9.3,4.0,1.0,1.0,2.0
0.011,9.3,5.0,1.0,1.0,2.0
0.011,9.3,6.0,1.0,1.0,2.0
0.011,9.3,7.0,1.0,1.0,2.0
0.011,9.3,8.0,1.0,1.0,2.0
0.011,9.3,9.0,1.0,1.0,2.0
0.011,9.3,10.0,1.0,1.0,2.0
0.011,9.4,1.0,1.0,1.0,2.0
0.011,9.4,2.0,1.0,1.0,2.0
0.011,9.4,3.0,1.0,1.0,2.0
0.011,9.4,4.0,1.0,1.0,2.0
0.011,9.4,5.0,1.0,1.0,2.0
0.011,9.4,6.0,1.0,1.0,2.0
0.011,9.4,7.0,1.0,1.0,2.0
0.011,9.4,8.0,1.0,1.0,2.0
0.011,9.4,9.0,1.0,1.0,2.0
0.011,9.4,10.0,1.0,1.0,2.0
0.011,9.5,1.0,1.0,1.0,2.0
0.011,9.5,2.0,1.0,1.0,2.0
0.011,9.5,3.0,1.0,1.0,2.0
0.011,9.5,4.0,1.0,1.0,2.0
0.011,9.5,5.0,1.0,1.0,2.0
0.011,9.5,6.0,1.0,1.0,2.0
0.011,9.5,7.0,1.0,1.0,2.0
0.011,9.5,8.0,1.0,1.0,2.0
0.011,9.5,9.0,1.0,1.0,2.0
0.011,9.5,10.0,1.0,1.0,2.0
0.011,9.6,1.0,1.0,1.0,2.0
0.011,9.6,2.0,1.0,1.0,2.0
0.011,9.6,3.0,1.0,1.0,2.0
0.011,9.6,4.0,1.0,1.0,2.0
0.011,9.6,5.0,1.0,1.0,2.0
0.011,9.6,6.0,1.0,1.0,2.0
0.011,9.6,7.0,1.0,1.0,2.0
0.011,9.6,8.0,1.0,1.0,2.0
0.011,9.6,9.0,1.0,1.0,2.0
0.011,9.6,10.0,1.0,1.0,2.0
0.011,9.7,1.0,1.0,1.0,2.0
0.011,9.7,2.0,1.0,1.0,2.0
0.011,9.7,3.0,1.0,1.0,2.0
0.011,9.7,4.0,1.0,1.0,2.0
0.011,9.7,5.0,1.0,1.0,2.0
0.011,9.7,6.0,1.0,1.0,2.0
0.011,9.7,7.0,1.0,1.0,2.0
0.011,9.7,8.0,1.0,1.0,2.0
0.011,9.7,9.0,1.0,1.0,2.0
0.011,9.7,10.0,1.0,1.0,2.0
0.011,9.8,1.0,1.0,1.0,2.0
0.011,9.8,2.0,1.0,1.0,2.0
0.011,9.8,3.0,1.0,1.0,2.0
0.011,9.8,4.0,1.0,1.0,2.0
0.011,9.8,5.0,1.0,1.0,2.0
0.011,9.8,6.0,1.0,1.0,2.0
0.011,9.8,7.0,1.0,1.0,2.0
0.011,9.8,8.0,1.0,1.0,2.0
0.011,9.8,9.0,1.0,1.0,2.0
0.011,9.8,10.0,1.0,1.0,2.0
0.011,9.9,1.0,1.0,1.0,2.0
0.011,9.9,2.0,1.0,1.0,2.0
0.011,9.9,3.0,1.0,1.0,2.0
0.011,9.9,4.0,1.0,1.0,2.0
0.011,9.9,5.0,1.0,1.0,2.0
0.011,9.9,6.0,1.0,1.0,2.0
0.011,9.9,7.0,1.0,1.0,2.0
0.011,9.9,8.0,1.0,1.0,2.0
0.011,9.9,9.0,1.0,1.0,2.0
0.011,9.9,10.0,1.0,1.0,2.0
0.011,10.0,1.0,1.0,1.0,2.0
0.011,10.0,2.0,1.0,1.0,2.0
0.011,10.0,3.0,1.0,1.0,2.0
0.011,10.0,4.0,1.0,1.0,2.0
0.011,10.0,5.0,1.0,1.0,2.0
0.011,10.0,6.0,1.0,1.0,2.0
0.011,10.0,7.0,1.0,1.0,2.0
0.011,10.0,8.0,1.0,1.0,2.0
0.011,10.0,9.0,1.0,1.0,2.0
0.011,10.0,10.0,1.0,1.0,2.0
0.031,1.5,1.0,1.0,0.0,1.0
0.031,1.5,2.0,1.0,0.0,1.0
0.031,1.5,3.0,1.0,0.0,1.0
0.031,1.5,4.0,1.0,0.0,1.0
0.031,1.5,5.0,1.0,0.0,1.0
0.031,1.5,6.0,1.0,0.0,1.0
0.031,1.5,7.0,1.0,0.0,1.0
0.031,1.5,8.0,1.0,0.0,1.0
0.031,1.5,9.0,1.0,0.0,1.0
0.031,1.5,10.0,1.0,0.0,1.0
0.031,1.6,1.0,1.0,0.0,1.0
0.031,1.6,2.0,1.0,0.0,1.0
0.031,1.6,3.0,1.0,0.0,1.0
0.031,1.6,4.0,1.0,0.0,1.0
0.031,1.6,5.0,1.0,0.0,1.0
0.031,1.6,6.0,1.0,0.0,1.0
0.031,1.6,7.0,1.0,0.0,1.0
0.031,1.6,8.0,1.0,0.0,1.0
0.031,1.6,9.0,1.0,0.0,1.0
0.031,1.6,10.0,1.0,0.0,1.0
0.031,1.7,1.0,1.0,0.0,1.0
0.031,1.7,2.0,1.0,0.0,1.0
0.031,1.7,3.0,1.0,0.0,1.0
0.031,1.7,4.0,1.0,0.0,1.0
0.031,1.7,5.0,1.0,0.0,1.0
0.031,1.7,6.0,1.0,0.0,1.0
0.031,1.7,7.0,1.0,0.0,1.0
0.031,1.7,8.0,1.0,0.0,1.0
0.031,1.7,9.0,1.0,0.0,1.0
0.031,1.7,10.0,1.0,0.0,1.0
0.031,1.8,1.0,1.0,0.0,1.0
0.031,1.8,2.0,1.0,0.0,1.0
0.031,1.8,3.0,1.0,0.0,1.0
0.031,1.8,4.0,1.0,0.0,1.0
0.031,1.8,5.0,1.0,0.0,1.0
0.031,1.8,6.0,1.0,0.0,1.0
0.031,1.8,7.0,1.0,0.0,1.0
0.031,1.8,8.0,1.0,0.0,1.0
0.031,1.8,9.0,1.0,0.0,1.0
0.031,1.8,10.0,1.0,0.0,1.0
0.031,1.9,1.0,1.0,0.0,1.0
0.031,1.9,2.0,1.0,0.0,1.0
0.031,1.9,3.0,1.0,0.0,1.0
0.031,1.9,4.0,1.0,0.0,1.0
0.031,1.9,5.0,1.0,0.0,1.0
0.031,1.9,6.0,1.0,0.0,1.0
0.031,1.9,7.0,1.0,0.0,1.0
0.031,1.9,8.0,1.0,0.0,1.0
0.031,1.9,9.0,1.0,0.0,1.0
0.031,1.9,10.0,1.0,0.0,1.0
0.031,2.0,1.0,1.0,0.0,1.0
0.031,2.0,2.0,1.0,0.0,1.0
0.031,2.0,3.0,1.0,0.0,1.0
0.031,2.0,4.0,1.0,0.0,1.0
0.031,2.0,5.0,1.0,0.0,1.0
0.031,2.0,6.0,1.0,0.0,1.0
0.031,2.0,7.0,1.0,0.0,1.0
0.031,2.0,7.0,1.0,1.0,2.0
0.031,2.0,8.0,1.0,1.0,2.0
0.031,2.0,9.0,1.0,1.0,2.0
0.031,2.0,10.0,1.0,1.0,2.0
0.031,2.1,1.0,1.0,0.0,1.0
0.031,2.1,2.0,1.0,0.0,1.0
0.031,2.1,2.0,1.0,1.0,2.0
0.031,2.1,3.0,1.0,1.0,2.0
0.031,2.1,4.0,1.0,1.0,2.0
0.031,2.1,5.0,1.0,1.0,2.0
0.031,2.1,6.0,1.0,1.0,2.0
0.031,2.1,7.0,1.0,1.0,2.0
0.031,2.1,8.0,1.0,1.0,2.0
0.031,2.1,9.0,1.0,1.0,2.0
0.031,2.1,10.0,1.0,1.0,2.0
0.031,2.2,1.0,1.0,0.0,1.0
0.031,2.2,1.0,1.0,1.0,2.0
0.031,2.2,2.0,1.0,1.0,2.0
0.031,2.2,3.0,1.0,1.0,2.0
0.031,2.2,4.0,1.0,1.0,2.0
0.031,2.2,5.0,1.0,1.0,2.0
0.031,2.2,6.0,1.0,1.0,2.0
0.031,2.2,7.0,1.0,1.0,2.0
0.031,2.2,8.0,1.0,1.0,2.0
0.031,2.2,9.0,1.0,1.0,2.0
0.031,2.2,10.0,1.0,1.0,2.0
0.031,2.3,1.0,1.0,1.0,2.0
0.031,2.3,2.0,1.0,1.0,2.0
0.031,2.3,3.0,1.0,1.0,2.0
0.031,2.3,4.0,1.0,1.0,2.0
0.031,2.3,5.0,1.0,1.0,2.0
0.031,2.3,6.0,1.0,1.0,2.0
0.031,2.3,7.0,1.0,1.0,2.0
0.031,2.3,8.0,1.0,1.0,2.0
0.031,2.3,9.0,1.0,1.0,2.0
0.031,2.3,10.0,1.0,1.0,2.0
0.031,2.4,1.0,1.0,1.0,2.0
0.031,2.4,2.0,1.0,1.0,2.0
0.031,2.4,3.0,1.0,1.0,2.0
0.031,2.4,4.0,1.0,1.0,2.0
0.031,2.4,5.0,1.0,1.0,2.0
0.031,2.4,6.0,1.0,1.0,2.0
0.031,2.4,7.0,1.0,1.0,2.0
0.031,2.4,8.0,1.0,1.0,2.0
0.031,2.4,9.0,1.0,1.0,2.0
0.031,2.4,10.0,1.0,1.0,2.0
0.031,2.5,1.0,1.0,1.0,2.0
0.031,2.5,2.0,1.0,1.0,2.0
0.031,2.5,3.0,1.0,1.0,2.0
0.031,2.5,4.0,1.0,1.0,2.0
0.031,2.5,5.0,1.0,1.0,2.0
0.031,2.5,6.0,1.0,1.0,2.0
0.031,2.5,7.0,1.0,1.0,2.0
0.031,2.5,8.0,1.0,1.0,2.0
0.031,2.5,9.0,1.0,1.0,2.0
0.031,2.5,10.0,1.0,1.0,2.0
0.031,2.6,1.0,1.0,1.0,2.0
0.031,2.6,2.0,1.0,1.0,2.0
0.031,2.6,3.0,1.0,1.0,2.0
0.031,2.6,4.0,1.0,1.0,2.0
0.031,2.6,5.0,1.0,1.0,2.0
0.031,2.6,6.0,1.0,1.0,2.0
0.031,2.6,7.0,1.0,1.0,2.0
0.031,2.6,8.0,1.0,1.0,2.0
0.031,2.6,9.0,1.0,1.0,2.0
0.031,2.6,10.0,1.0,1.0,2.0
0.031,2.7,1.0,1.0,1.0,2.0
0.031,2.7,2.0,1.0,1.0,2.0
0.031,2.7,3.0,1.0,1.0,2.0
0.031,2.7,4.0,1.0,1.0,2.0
0.031,2.7,5.0,1.0,1.0,2.0
0.031,2.7,6.0,1.0,1.0,2.0
0.031,2.7,7.0,1.0,1.0,2.0
0.031,2.7,8.0,1.0,1.0,2.0
0.031,2.7,9.0,1.0,1.0,2.0
0.031,2.7,10.0,1.0,1.0,2.0
0.031,2.8,1.0,1.0,1.0,2.0
0.031,2.8,2.0,1.0,1.0,2.0
0.031,2.8,3.0,1.0,1.0,2.0
0.031,2.8,4.0,1.0,1.0,2.0
0.031,2.8,5.0,1.0,1.0,2.0
0.031,2.8,6.0,1.0,1.0,2.0
0.031,2.8,7.0,1.0,1.0,2.0
0.031,2.8,8.0,1.0,1.0,2.0
0.031,2.8,9.0,1.0,1.0,2.0
0.031,2.8,10.0,1.0,1.0,2.0
0.031,2.9,1.0,1.0,1.0,2.0
0.031,2.9,2.0,1.0,1.0,2.0
0.031,2.9,3.0,1.0,1.0,2.0
0.031,2.9,4.0,1.0,1.0,2.0
0.031,2.9,5.0,1.0,1.0,2.0
0.031,2.9,6.0,1.0,1.0,2.0
0.031,2.9,7.0,1.0,1.0,2.0
0.031,2.9,8.0,1.0,1.0,2.0
0.031,2.9,9.0,1.0,1.0,2.0
0.031,2.9,10.0,1.0,1.0,2.0
0.031,3.0,1.0,1.0,1.0,2.0
0.031,3.0,2.0,1.0,1.0,2.0
0.031,3.0,3.0,1.0,1.0,2.0
0.031,3.0,4.0,1.0,1.0,2.0
0.031,3.0,5.0,1.0,1.0,2.0
0.031,3.0,6.0,1.0,1.0,2.0
0.031,3.0,7.0,1.0,1.0,2.0
0.031,3.0,8.0,1.0,1.0,2.0
0.031,3.0,9.0,1.0,1.0,2.0
0.031,3.0,10.0,1.0,1.0,2.0
0.031,3.1,1.0,1.0,1.0,2.0
0.031,3.1,2.0,1.0,1.0,2.0
0.031,3.1,3.0,1.0,1.0,2.0
0.031,3.1,4.0,1.0,1.0,2.0
0.031,3.1,5.0,1.0,1.0,2.0
0.031,3.1,6.0,1.0,1.0,2.0
0.031,3.1,7.0,1.0,1.0,2.0
0.031,3.1,8.0,1.0,1.0,2.0
0.031,3.1,9.0,1.0,1.0,2.0
0.031,3.1,10.0,1.0,1.0,2.0
0.031,3.2,1.0,1.0,1.0,2.0
0.031,3.2,2.0,1.0,1.0,2.0
0.031,3.2,3.0,1.0,1.0,2.0
0.031,3.2,4.0,1.0,1.0,2.0
0.031,3.2,5.0,1.0,1.0,2.0
0.031,3.2,6.0,1.0,1.0,2.0
0.031,3.2,7.0,1.0,1.0,2.0
0.031,3.2,8.0,1.0,1.0,2.0
0.031,3.2,9.0,1.0,1.0,2.0
0.031,3.2,10.0,1.0,1.0,2.0
0.031,3.3,1.0,1.0,1.0,2.0
0.031,3.3,2.0,1.0,1.0,2.0
0.031,3.3,3.0,1.0,1.0,2.0
0.031,3.3,4.0,1.0,1.0,2.0
0.031,3.3,5.0,1.0,1.0,2.0
0.031,3.3,6.0,1.0,1.0,2.0
0.031,3.3,7.0,1.0,1.0,2.0
0.031,3.3,8.0,1.0,1.0,2.0
0.031,3.3,9.0,1.0,1.0,2.0
0.031,3.3,10.0,1.0,1.0,2.0
0.031,3.4,1.0,1.0,1.0,2.0
0.031,3.4,2.0,1.0,1.0,2.0
0.031,3.4,3.0,1.0,1.0,2.0
0.031,3.4,4.0,1.0,1.0,2.0
0.031,3.4,5.0,1.0,1.0,2.0
0.031,3.4,6.0,1.0,1.0,2.0
0.031,3.4,7.0,1.0,1.0,2.0
0.031,3.4,8.0,1.0,1.0,2.0
0.031,3.4,9.0,1.0,1.0,2.0
0.031,3.4,10.0,1.0,1.0,2.0
0.031,3.5,1.0,1.0,1.0,2.0
0.031,3.5,2.0,1.0,1.0,2.0
0.031,3.5,3.0,1.0,1.0,2.0
0.031,3.5,4.0,1.0,1.0,2.0
0.031,3.5,5.0,1.0,1.0,2.0
0.031,3.5,6.0,1.0,1.0,2.0
0.031,3.5,7.0,1.0,1.0,2.0
0.031,3.5,8.0,1.0,1.0,2.0
0.031,3.5,9.0,1.0,1.0,2.0
0.031,3.5,10.0,1.0,1.0,2.0
0.031,3.6,1.0,1.0,1.0,2.0
0.031,3.6,2.0,1.0,1.0,2.0
0.031,3.6,3.0,1.0,1.0,2.0
0.031,3.6,4.0,1.0,1.0,2.0
0.031,3.6,5.0,1.0,1.0,2.0
0.031,3.6,6.0,1.0,1.0,2.0
0.031,3.6,7.0,1.0,1.0,2.0
0.031,3.6,8.0,1.0,1.0,2.0
0.031,3.6,9.0,1.0,1.0,2.0
0.031,3.6,10.0,1.0,1.0,2.0
0.031,3.7,1.0,1.0,1.0,2.0
0.031,3.7,2.0,1.0,1.0,2.0
0.031,3.7,3.0,1.0,1.0,2.0
0.031,3.7,4.0,1.0,1.0,2.0
0.031,3.7,5.0,1.0,1.0,2.0
0.031,3.7,6.0,1.0,1.0,2.0
0.031,3.7,7.0,1.0,1.0,2.0
0.031,3.7,8.0,1.0,1.0,2.0
0.031,3.7,9.0,1.0,1.0,2.0
0.031,3.7,10.0,1.0,1.0,2.0
0.031,3.8,1.0,1.0,1.0,2.0
0.031,3.8,2.0,1.0,1.0,2.0
0.031,3.8,3.0,1.0,1.0,2.0
0.031,3.8,4.0,1.0,1.0,2.0
0.031,3.8,5.0,1.0,1.0,2.0
0.031,3.8,6.0,1.0,1.0,2.0
0.031,3.8,7.0,1.0,1.0,2.0
0.031,3.8,8.0,1.0,1.0,2.0
0.031,3.8,9.0,1.0,1.0,2.0
0.031,3.8,10.0,1.0,1.0,2.0
0.031,3.9,1.0,1.0,1.0,2.0
0.031,3.9,2.0,1.0,1.0,2.0
0.031,3.9,3.0,1.0,1.0,2.0
0.031,3.9,4.0,1.0,1.0,2.0
0.031,3.9,5.0,1.0,1.0,2.0
0.031,3.9,6.0,1.0,1.0,2.0
0.031,3.9,7.0,1.0,1.0,2.0
0.031,3.9,8.0,1.0,1.0,2.0
0.031,3.9,9.0,1.0,1.0,2.0
0.031,3.9,10.0,1.0,1.0,2.0
0.031,4.0,1.0,1.0,1.0,2.0
0.031,4.0,2.0,1.0,1.0,2.0
0.031,4.0,3.0,1.0,1.0,2.0
0.031,4.0,4.0,1.0,1.0,2.0
0.031,4.0,5.0,1.0,1.0,2.0
0.031,4.0,6.0,1.0,1.0,2.0
0.031,4.0,7.0,1.0,1.0,2.0
0.031,4.0,8.0,1.0,1.0,2.0
0.031,4.0,9.0,1.0,1.0,2.0
0.031,4.0,10.0,1.0,1.0,2.0
0.031,4.1,1.0,1.0,1.0,2.0
0.031,4.1,2.0,1.0,1.0,2.0
0.031,4.1,3.0,1.0,1.0,2.0
0.031,4.1,4.0,1.0,1.0,2.0
0.031,4.1,5.0,1.0,1.0,2.0
0.031,4.1,6.0,1.0,1.0,2.0
0.031,4.1,7.0,1.0,1.0,2.0
0.031,4.1,8.0,1.0,1.0,2.0
0.031,4.1,9.0,1.0,1.0,2.0
